0,2
0.005427126,6.177524733
0.005889904,9.064482239
0.009129351,11.67387424
0.01206028,14.83536408
0.021315843,17.18788965
0.031805481,18.93594166
0.040135488,20.5109696
0.055473278,22.19478668
0.066051065,23.62540287
0.068940339,39.80515323
0.075306628,50.26383981
0.089189973,59.6585743
0.10255912,62.2827929
0.113254437,64.03379326
0.121584445,65.49104851
0.133925195,69.15064492
0.139170015,71.1056069
0.141252516,72.5092465
0.149351134,74.60259369
0.155301139,76.74384445
0.16554837,78.81953613
0.175382406,80.87226589
0.186373387,82.94357939
0.202240067,84.73062932
0.216453968,86.51792591
0.234965094,88.36930163
0.261740116,90.4525748
0.290498473,92.14075383
0.311323491,94.00112608
0.34680315,95.58427209
0.400793935,96.60206075
0.448614345,98.12026215
0.501576734,98.86664049
0.554539124,99.46883211
0.601551509,99.61059553
0.659068222,99.59969065
0.715262713,99.59969065
0.768812757,99.59969065
0.827651696,99.62150041
0.883846187,99.57788089
0.937396231,99.50154675
0.993590722,99.49064187
1.052429659,99.33797357
1.107301927,99.42025583
1.158207525,98.98306935
1.209113122,98.63869824
1.272359471,98.37470931
1.324807662,97.90398206
1.379184096,97.35055948
1.42867565,96.29672415
1.482615015,95.24755368
1.53676006,93.77430461
1.58704862,92.50546143
1.629212852,90.63042817
1.652223211,88.80885911
1.669577392,87.15995062
1.689823937,85.11051504
1.700980196,82.99506599
1.71302712,80.82189394
1.729738553,78.79887744
1.741308007,77.37554848
1.743291342,75.47238756
1.744084676,73.77730211
1.747258012,71.7803073
1.751591966,69.06461755
1.755191352,66.59334997
1.756733945,64.61472036
1.760480245,62.21893589
1.761802469,59.83427266
1.762595803,58.01357339
1.765475311,55.46007495
1.765108027,52.91247899
1.769074697,51.07443577
1.769735808,49.11685432
1.774473776,47.11239054
1.773702478,45.11564672
1.776016369,43.32445986
1.776016369,41.5035875
1.776016369,39.77068116
1.776016369,37.94169072
1.780974706,35.87508644
1.785734711,34.12789125
1.794527496,32.33113079
1.806096949,30.61516739
1.836434629,29.0406847
1.88512522,29.76205328
1.919863248,31.320814
1.936095542,33.79987471
1.963441524,35.86976382
1.97223431,38.3668901
1.975010979,40.94840802
1.984266542,43.23101111
1.999075442,46.17432867
2.014347122,48.49631481
2.055418683,49.63217473
2.111530536,48.9737927
2.160122242,48.24098487
2.217969513,46.65154928
2.244579257,44.32558828
2.265404274,42.31681881
2.28077512,40.26936298
2.291435546,37.98119819
2.307285698,35.63924681
2.332738497,35.1191447
2.378399275,36.11512359
2.423905794,38.23357797
2.464398883,39.76371415
2.495122212,37.75105729
2.511833645,35.6092584
2.516461427,33.26315711
2.522246154,30.76923414
2.52571699,28.4768621
2.530344771,26.68846204
2.532658662,24.99723657
2.540371631,23.24191464
2.546542007,20.98131063
2.555219097,18.36368545
2.558882758,16.13178247
2.568138321,13.85483377
2.589348987,11.49849653
2.620586513,9.339879987
2.665938772,8.218990668
2.706971769,9.347039755
2.727025489,11.57176369
2.733967162,13.46114746
2.744214393,15.26252952
2.751321343,17.43143194
2.756643292,19.21437955
2.771246514,22.09639756
2.764047742,20.14674666
2.780244978,24.11248743
2.795781102,25.90556101
2.803714442,27.80820265
2.823051958,29.94000901
2.835447802,31.98477108
2.872266636,32.52769821
2.909822863,30.8953218
2.937589553,29.44679045
2.956100679,27.46392006
2.975074584,25.82309936
2.98221459,24.08911984
2.986952556,22.08917812
2.986181259,20.10149141
2.984638666,18.15996869
2.988825707,16.02898668
3.000064605,13.84463568
3.018061533,11.5403743
3.045020198,10.09244878
3.085678564,8.241890912
3.151238803,8.198634895
3.196745323,9.060574658
3.240709248,10.49097251
3.291614846,12.17726326
3.342057665,13.9822189
3.384170477,15.39221968
3.425357734,17.14245266
3.478461528,17.50503987
3.538944063,16.79894899
3.592420651,15.95927335
3.642004025,14.84697576
3.698859627,13.69700676
3.752409671,12.98224155
3.805298604,14.09255644
3.85157642,15.39100802
3.878764637,17.29720349
3.912316054,18.75501155
3.941818161,20.14956375
3.971898742,22.37243234
4.000822377,24.47325716
4.027894899,26.02811107
4.05288492,28.51260587
4.080394511,30.4478179
4.133871099,30.06721194
4.189404478,28.0755846
4.233368403,26.74147187
4.275018437,24.86419705
4.307082352,23.19466017
4.342121271,22.08781501
4.38747353,20.72252424
4.440847278,19.50457049
4.494838063,17.92314282
4.54342977,16.69208118
4.601277041,15.50820793
4.652182639,15.02418003
4.707054906,15.03235869
4.765893843,15.0759782
4.82167514,15.10051418
4.876051574,15.30089132
4.9278662,15.81750993
4.985382914,16.96086991
5.036288511,16.42074798
5.084880219,14.1883211
5.119588581,12.30647987
5.164323803,11.40466914
5.218507413,11.98035585
5.270322039,12.68780983
5.327375975,13.59291474
5.380286944,14.43259038
5.440062457,15.23409894
5.494438891,15.73027091
5.547079907,16.25506818
5.589308414,17.1901615
5.631729745,18.58007913
5.685913355,19.4706442
5.746983544,19.75417104
5.80276484,19.51835304
5.856728079,19.27435639
5.90978229,18.87905454
5.961266361,18.1634219
6,17.79129292
